label,cityLabel
一个人的圣经,One Man's Bible
伊凡·伊里奇之死,The Death of Ivan Ilyich
青草在歌唱,The Grass Is Singing
馬德里手稿,Codex Madrid
环游黑海历险记,Kéraban the Inflexible
肉體竊賊,The Tale of the Body Thief
B的故事,The Story of B
亚特兰大之夜,Atlanta Nights
迈克尔·K的生活和时代,Life & Times of Michael K
一个瑜伽行者的自传,Autobiography of a Yogi
哥德傳說,Gutasaga
喀尔巴阡古堡,The Castle From Charpathians
基地前奏,Prelude to Foundation
寫作 (書籍),On Writing
父辈书,The Book of Fathers
金色筆記,The Golden Notebook
纪效新书,Ji Xiao Xin Shu
康普魯頓合參本聖經,Complutensian Polyglot Bible
虎尾壟語詞典,Dictionary of the Favorlang language in which Favorlang precedes
蝙蝠,The Bat
隱之书,Possession
羅雷司 (書籍),The Lorax
皮尔兰德拉星,Perelandra
十字軍英雄記,The Talisman
瓦特希普高原,Watership Down
第三次浪潮,The Third Wave
衣裳哲學,Sartor Resartus
巴曼尼得斯篇,Parmenides
所罗门王的宝藏,King Solomon's Mines
玩火的女孩,The Girl Who Played with Fire
微物之神,The God of Small Things
猫打球商店,La Maison du chat-qui-pelote
美国鸟类,The Birds of America
分成兩半的子爵,The Cloven Viscount
溫達·厄斯,Asimov's Mysteries
茶隱,Hagakure
長途跋涉,The Long Walk
劍刃風暴,A Storm of Swords
三千年豔屍記,She: A History of Adventure
高堡奇人,The Man in the High Castle
民主在美國,Democracy in America
斯巴達克斯同志旅行指南,Spartacus International Gay Guide
追風箏的孩子,The Kite Runner
四疊半神話大系,The Tatami Galaxy
找死的兔子,The Book of Bunny Suicides
穀梁傳,Guliang Zhuan
蛛巢小徑,The Path to the Nest of Spiders
俄羅斯大百科全書,Great Russian Encyclopedia
藝術百科全書,ArtCyclopedia
少年Pi的奇幻漂流,Life of Pi
刀鋒 (小說),The Razor's Edge
达洛维夫人,Mrs Dalloway
亲和力,Elective Affinities
別讓我走,Never Let Me Go
天上掉下來的食物,Cloudy with a Chance of Meatballs
神秘的中继站,Way Station
世说新语,A New Account of the Tales of the World
機器人與帝國,Robots and Empire
田夏禮,Firefox
查泰萊夫人的情人,Lady Chatterley's Lover
世界是平的,The World Is Flat
美國眾神,American Gods
法律篇,Laws
哈加达,Haggadah
伯罗奔尼撒战争史,History of the Peloponnesian War
游叙弗伦篇,Euthyphro
古飛樂,The Gruffalo
城市與狗,The Time of the Hero
大国的兴衰,The Rise and Fall of the Great Powers
朱砂鱼谱,Book of Vermilion Fish
幸福过了头,Too Much Happiness
怪钟疑案,The Clocks
生命課程,Breathing Lessons
美国语言,The American Language
基地締造者,Forward the Foundation
科学革命的结构,The Structure of Scientific Revolutions
艾布·達吾德聖訓集,Sunan Abu Dawood
具體數學,Concrete Mathematics
密西西比河上的生活,Life on the Mississippi
福爾摩斯檔案簿,The Case-Book of Sherlock Holmes
藍皮書計劃,Project Blue Book
汉语大字典,Hanyu Da Zidian
乌托邦,Utopia
自杀论,Suicide
我，机器人,"I, Robot"
室內樂,Chamber Music
侏羅紀公園 (小說),Jurassic Park
厨娘日记,The Diary of a Chambermaid
征服新西班牙信史,Historia verdadera de la conquista de la Nueva España
新唐书,New Book of Tang
新教倫理與資本主義精神,The Protestant Ethic and the Spirit of Capitalism
蒼穹一粟,Pebble in the Sky
勿忘我 (小說),Hearts in Atlantis
冰雪女王 (小說),The Snow Queen
夏への扉,The Door into Summer
神鬼危機,Journey to the End of the Night
逻辑哲学论,Tractatus Logico-Philosophicus
娜娜,Nana
人性记录,Lord Edgware Dies
我知道你去年夏天都幹了什麼 (小說),I Know What You Did Last Summer
公禱書,Book of Common Prayer
优雅的宇宙,The Elegant Universe
沃森一家,The Watsons
丹麦人的事迹,Gesta Danorum
灶神之妻,The Kitchen God's Wife
美军战地记者伊拉克战争亲历记,Generation kill
C程序设计语言,The C Programming Language
公羊传,Gongyang Zhuan
吴子,Wuzi
希波克拉底全集,Hippocratic Corpus
命名法规,nomenclature Codes
夫婦們,Couples
加拿大百科全书,The Canadian Encyclopedia
巴巴里人百科全書,Encyclopédie berbère
浮士德博士 (小說),Doctor Faustus
神们自己,The Gods Themselves
裸猿,The Naked Ape
沙丘帝王,God Emperor of Dune
日耳曼尼亚志,Germania
耻,Disgrace
音速小子X,Sonic X
天真与经验之歌,Songs of Innocence and of Experience
達芬奇,Silas Marner
怪屋,Crooked House
姊姊的守護者,My Sister's Keeper
第三位女郎,Third Girl
一个青年艺术家的画像,A Portrait of the Artist as a Young Man
后汉书,Book of the Later Han
曙光中的機器人,The Robots of Dawn
第三種黑猩猩,The Third Chimpanzee
Because of Winn--Dixie,Because of Winn-Dixie
高卢的阿玛迪斯,Amadis de Gaula
以斯帖 (賓漢),Ben-Hur: A Tale of the Christ
默克索引,The Merck Index
別西大譯本,Peshitta
一名女水手的自白,The True Confessions of Charlotte Doyle
巴尔扎克与小裁缝,Balzac and the Little Chinese Seamstress
殺人不難,Murder Is Easy
百度百科,Baidu Baike
美国的编号公路,Numbered highways in the United States
营造法式,Yingzao Fashi
亞歷山大大帝傳奇,Alexander romance
在线集体暴力百科全书,Online Encyclopedia of Mass Violence
查令十字路84号,"84, Charing Cross Road"
黎明殺手,Killers of the Dawn
百科全書；或藝術與科學通用字典,"Cyclopaedia, or an Universal Dictionary of Arts and Sciences"
失落的世界,The Lost World
說不完的故事,The Neverending Story
穹頂之下,Under the Dome
食虫植物,Insectivorous Plants
大使 (小說),The Ambassadors
造主之聲,His Master's Voice
生命中的美好缺憾,The Fault in Our Stars
阿匹西尤,Apicius
上海宝贝,Shanghai Baby
沙丘救世主,Dune Messiah
棚屋,The Shack Of William
驚魂子彈飛車,Riding the Bullet
差分機,The Difference Engine
美國牧歌,American Pastoral
綠里奇蹟,The Green Mile
寂寞之鴿：亡命天涯,Lonesome Dove
马可·波罗游记,The Travels of Marco Polo
原子站,The Atom Station
黑色兄弟,Die schwarzen Brüder
最後的獨角獸,The Last Unicorn
星空暗流,The Currents of Space
快樂王子與其他故事,The Happy Prince and Other Tales
竹書紀年,Bamboo Annals
抉择时刻,Decision Points
亿万又亿万,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium
性與性格,Sex and Character
舊唐書,Book of Tang
菜根譚,Caigentan
维基百科,Wikipedia
魔符,The Talisman
摩爾門經,Book of Mormon
渦堤孩,Undine
恶心,Nausea
九故事,Nine Stories
沙丘之子,Children of Dune
歷程與實在,Process and Reality
连城诀,A Deadly Secret
论出版自由,Areopagitica
別的聲音，別的房間,"Other Voices, Other Rooms"
沙仙活地魔,Five Children and It
白鴨記,"Moby-Duck: The True Story of 28,800 Bath Toys Lost at Sea and of the Beachcombers, Oceanographers, Environmentalists, and Fools, Including the Author, Who Went in Search of Them"
第三帝國興亡史,The Rise and Fall of the Third Reich
遇見野兔的那一年 (小說),The Year of the Hare
聖人傳,De Viris Illustribus
波多里諾,Baudolino
自由的機制,The Machinery of Freedom
道路交通管理標誌統一守則,Manual on Uniform Traffic Control Devices
沉思录,Meditations
哥德尔、埃舍尔、巴赫,"Gödel, Escher, Bach"
海灣聖詩,Bay Psalm Book
燃燒的凝視,Firestarter
維基經濟學,Wikinomics: How Mass Collaboration Changes Everything
飢餓遊戲：星火燎原,Catching Fire
马来群岛,The Malay Archipelago
美国三部曲,U.S.A. trilogy
贪欲的角逐,La Curée
Fate/Zero,Fate/Zero
The Harry Potter Lexicon,The Harry Potter Lexicon
驴皮记,La Peau de chagrin
香水,Perfume
傅科擺 (小說),Foucault's Pendulum
列子,Liezi
命运之门,Postern of Fate
宿主 (書籍),The Host
永恆的終結,The End of Eternity
童年末日,Childhood's End
绿房子,The Green House
超越快樂原則,Beyond the Pleasure Principle
死魂靈,Dead Souls
德伯家的苔丝,Tess of the d'Urbervilles
死亡預約,Call for the Dead
整數數列線上大全,On-Line Encyclopedia of Integer Sequences
巴拿巴福音,Gospel of Barnabas
書庫,Bibliotheca
人面兽心,La Bête humaine
越南史略,Việt Nam sử lược
卡內基溝通與人際關係,How to Win Friends and Influence People
宠儿,Beloved
意識的解釋,Consciousness Explained
發條鳥年代記,The Wind-Up Bird Chronicle
董贝父子,Dombey and Son
西西里人,The Sicilian
精诚兄弟会典,Encyclopedia of the Brethren of Purity
居魯士之教育,Cyropaedia
強盜的女兒,Ronia the Robber's Daughter
懸崖上的謀殺,Why Didn't They Ask Evans?
此情可問天 (小說),Howards End
波西傑克森—泰坦魔咒,The Titan's Curse
Happiness!,Happiness!
史邁斯報告,Smyth Report
星界的戰旗,Banner of the Stars
流浪者之歌,Siddhartha
開元占經,Treatise on Astrology of the Kaiyuan Era
匹克威克外传,The Pickwick Papers
海角一樂園,The Swiss Family Robinson
克拉麗莎,Clarissa
無價珍珠,Pearl of Great Price
魔法靈貓,The Cat in the Hat
偷書賊,The book Thief
算法导论,Introduction to Algorithms
神祕河流 (書籍),Mystic River
鐵路邊的孩子們,The Railway Children
阿古利可拉傳,Agricola
非此即彼,Either/Or
黑色鬱金香,The Black Tulip
冷血,In Cold Blood
存在與時間,Being and Time
GOSICK,Gosick
大教堂和市集,The Cathedral and the Bazaar
La 628-E8,La 628-E8
动物和植物在家养下的变异,The Variation of Animals and Plants under Domestication
天堂之泉,The Fountains of Paradise
世界鱼类数据库,FishBase
巨人传,Gargantua and Pantagruel
概念文字,Begriffsschrift
阿甘後傳,Gump and Co.
麗塔海華絲與蕭山克監獄的救贖,Rita Hayworth and Shawshank Redemption
火龍神器陣法,Huolongjing
人間失格,No Longer Human
路,The Road
銃夢,Battle Angel Alita
纯真博物馆,The Museum of Innocence
再死一次,The Dead Zone
人鼠之間,Of Mice and Men
西藏七年,Seven Years in Tibet
偶像防衛隊,Idol Defense Force Hummingbird
杜瓦特家族,The Family of Pascual Duarte
目标,The Goal
落花流水,Rakka Ryūsui
守夜人,Night Watch
掰掰，謝謝你們的魚啦,"So Long, and Thanks for All the Fish"
菊与刀,The Chrysanthemum and the Sword
魍魉之匣,Mōryō no Hako
風吹了,The Wind Has Risen
隋书,Book of Sui
紐約三部曲,The New York Trilogy
龍騎士,Dragon Rider
查理與巧克力工廠,Charlie and the Chocolate Factory
秘密花園 (英語小說),The Secret Garden
莱拉和玛吉努,Layla and Majnun
裸陽,The Naked Sun
鬥陣俱樂部 (小說),Fight Club
龍紋身的女孩,The Girl with the Dragon Tattoo
时间简史,A Brief History of Time
她是我哥哥,Luna
一个艺妓的回忆,Memoirs of a Geisha
憂鬱的解剖,The Anatomy of Melancholy
種樹的男人,The Man Who Planted Trees
一無所有 (小說),The Dispossessed
繁星若塵,"The Stars, Like Dust"
美國傳統英語字典,The American Heritage Dictionary of the English Language
龙之眼,The Eyes of the Dragon
埃及人西努黑,The Egyptian
艾希曼在耶路撒冷,Eichmann in Jerusalem
莎士比亞十四行詩,Shakespeare's sonnets
黑塔IV 巫師與水晶球,The Dark Tower IV: Wizard and Glass
阿普尔顿美国传记百科全书,Appletons' Cyclopaedia of American Biography
Linux From Scratch,Linux From Scratch
創龍傳,Sohryuden: Legend of the Dragon Kings
基地與帝國,Foundation and Empire
天安門文件,Tiananmen Papers
真腊风土记,Customs of Cambodia
布哈里聖訓,Sahih al-Bukhari
机器人大师,The Cyberiad
多樣的凱撒林,An Abundance of Katherines
晋书,Book of Jin
迈耶百科词典,Meyers Konversations-Lexikon
互动百科,Baike.com
互联网电影数据库,Internet Movie Database
曼斯菲爾德莊園,Mansfield Park
智者,Sophist
手機,Cell
冷戰諜魂,The Spy Who Came in from the Cold
神秘岛 (小说),The Mysterious Island
長日將盡,The Remains of the Day
勇敢的船長,Captains Courageous
呼吸秋千,The Hunger Angel
我的名字叫紅,My Name Is Red
斯泰尔斯的神秘案件,The Mysterious Affair at Styles
第四間冰期,Inter Ice Age 4
飞狐外传,Other Tales of the Flying Fox
双重家庭,Une double famille
希腊史,Hellenica
古事記,Kojiki
大越史記,Đại Việt sử ký
契丹國志,Qidan Guozhi
如果在冬夜，一個旅人,If on a winter's night a traveler
約伯大夢,Job: A Comedy of Justice
續日本後紀,Shoku Nihon Kōki
輕小說的快樂寫作法,Light Novel no Tanoshii Kakikata
學園天堂,Gakuen Heaven
凯旋门 (小说),Arch of Triumph
Metacritic,Metacritic
天才雷普利 (小說),The Talented Mr. Ripley
黑暗之半,The Dark Half
人類行為,Human Action
IUPAC有机物命名法,IUPAC nomenclature of organic chemistry
蝗蟲之月,The Day of the Locust
斜陽,The Setting Sun
四季奇譚,Different Seasons
國際象棋開局百科,Encyclopaedia of Chess Openings
玩笑,The Joke
皇家赌场,Casino Royale
神经漫游者,Neuromancer
老负鼠的猫经,Old Possum's Book of Practical Cats
阿育王傳,Ashokavadana
六顶思考帽子,Six Thinking Hats
超越凡人,More Than Human
芒果街上的小屋,The House on Mango Street
憂鬱的熱帶,Tristes Tropiques
伯克貴族名譜,Burke's Peerage
巧克力戰爭,The Chocolate War
浪跡海外,A Tramp Abroad
勇踏星途,A Mother's Gift
十六国春秋,Shiliuguo Chunqiu
最後14堂星期二的課,Tuesdays with Morrie
行星體系命名法,planetary nomenclature
植物学命名法,botanical nomenclature
2001太空漫遊,2001: A Space Odyssey
鍵 (小說),The Key
公主與哥布林,The Princess and the Goblin
長腿叔叔,Daddy-Long-Legs
狂犬庫丘,Cujo
利氏汉法词典,Grand Ricci
昨日之島,The Island of the Day Before
俠客行,Ode to Gallantry
俄語百科全書,Brockhaus and Efron Encyclopedic Dictionary
师主篇,The Imitation of Christ
性学三论,Three Essays on the Theory of Sexuality
波特萊爾大遇險1—悲慘的開始,The Bad Beginning
西班牙皇家學院字典,Diccionario de la lengua española de la Real Academia Española
大美百科全書,Encyclopedia Americana
忘憂地,Joyland
平家物语,The Tale of the Heike
法國新百科全書,Encyclopédie nouvelle
獻給阿爾吉儂的花束,Flowers for Algernon
真理与方法,Truth and Method
自由文化,Free Culture
萬葉集,Man'yōshū
冰人,The Ice People
懶人懶辦法,Idle Thoughts of an Idle Fellow
无冬城 (小说),Gauntlgrym
紫禁城的黄昏,Twilight in the Forbidden City
西方善魔女,The Good Witch of the West
周易参同契,Cantong qi
古今和歌集,Kokin Wakashū
地狱变,Hell Screen
兩個威爾,"Will Grayson, Will Grayson"
哲學片段,Philosophical Fragments
日本百名山,100 Famous Japanese Mountains
地獄辭典,Dictionnaire Infernal
管子,Guanzi
越南百科辞典,Encyclopedic Dictionary of Vietnam
国境以南 太阳以西,"South of the Border, West of the Sun"
美國殺人魔 (小說),American Psycho
第二性,The Second Sex
肉蒲团,The Carnal Prayer Mat
阿姆斯特丹,Amsterdam
語言本能,The Language Instinct
闪灵,The Shining
卡門 (中篇小說),Carmen
费曼物理学讲义,The Feynman Lectures on Physics
日本書紀,Nihon Shoki
祖国,Fatherland
出了毛病,Something Happened
嗜血魔,Slawter
布波族,Bobos in Paradise
我妹妹与我,My Sister and I
東方快車謀殺案,Murder on the Orient Express
白色巨塔,Shiroi Kyotō
第一对开本,First Folio
通往泰瑞比西亞的橋,Bridge to Terabithia
自由線上電腦詞典,Free On-line Dictionary of Computing
黑鷹計畫 (書),Black Hawk Down
河童,Kappa
康州美國佬奇遇記,A Connecticut Yankee in King Arthur's Court
查密莉雅,Jamila
德米安,Demian
星塵 (書籍),Stardust
海浪,The Waves
區隔：品味判斷的社會批判,La Distinction
感覺之門,The Doors of Perception
月球上最早的人类,The First Men in the Moon
C³ -魔幻三次方-,C³
Dragon Crisis!,Dragon Crisis!
MM一族,MM!
其中1個是妹妹！,"Kono Naka ni Hitori, Imōto ga Iru!"
前分析篇,Prior Analytics
到燈塔去,To the Lighthouse
只有神知道的世界,The World God Only Knows
我的朋友很少,Boku wa Tomodachi ga Sukunai
心灵链环,Kokoro Connect
梅格&賽隆,Meg and Seron
泰阿泰德篇,Theaetetus
牛津國家人物傳記大辭典,Dictionary of National Biography
嫌疑犯X的獻身,The Devotion of Suspect X
性趣何來？,Why Is Sex Fun?
植物种志,Species Plantarum
欽定四庫全書總目提要,Siku Quanshu Zongmu Tiyao
阿里郎之歌,The Song of Ariran
伊瑪目馬立克聖訓集,Muwatta Imam Malik
波斯人信札,Persian Letters
信仰的終結：宗教、恐怖行動及理性的未來,The End of Faith
机器岛,Propeller Island
波蘭語維基百科,Polish Wikipedia
鲁滨逊漂流记,Robinson Crusoe
穿裘皮的维纳斯,Venus in Furs
野性的呼唤,The Call of the Wild
當邪惡來敲門,Something Wicked This Way Comes
摩西六書與七書,Sixth and Seventh Books of Moses
三国史记,Samguk Sagi
伊里野的天空、UFO的夏天,"Iriya no Sora, UFO no Natsu"
斗山世界大百科,Doosan Encyclopedia
笨蛋，測驗，召喚獸,Baka and Test
神樣家族,Kamisama Kazoku
聖劍鍛造師,The Sacred Blacksmith
布莉的重生─暮光之城：蝕外傳,The Short Second Life of Bree Tanner
曉寺,The Temple of Dawn
福爾摩斯回憶錄,The Memoirs of Sherlock Holmes
司马法,The Methods of the Sima
基地與地球,Foundation and Earth
尉缭子,Wei Liaozi
日本三代實錄,Nihon Sandai Jitsuroku
日本文德天皇實錄,Nihon Montoku Tennō Jitsuroku
畢達哥拉斯的黃金詩句,The golden verses of Pythagoras
人类的由来,"The Descent of Man, and Selection in Relation to Sex"
瑪麗·羅傑奇案,The Mystery of Marie Rogêt
女鼓手,The Little Drummer Girl
宗教生活的基本形式,The Elementary Forms of the Religious Life
伊甸之東,East of Eden
第凡內早餐,Breakfast at Tiffany's
他人的血,The Blood of Others
後分析篇,Posterior Analytics
星艦戰將,Starship Troopers
歡迎加入NHK！,Welcome to the N.H.K.
獅子·女巫·魔衣櫥,"The Lion, the Witch, and the Wardrobe"
第十四道門,Coraline
要聽爸爸的話！,"Listen to Me, Girls. I Am Your Father!"
龍族,Dragon Raja
鬼不理的助手,The Vampire's Assistant
魔法師的外甥,The Magician's Nephew
就算是哥哥，有愛就沒問題了，對吧,Oniichan dakedo Ai sae Areba Kankeinai yo ne!
無間任務（小說）,Persuader
醉後型男日記,The Rum Diary
桃樂絲的秘密,Dolores Claiborne
汉书,Book of Han
好預兆,Good Omens
新元史,Xin Yuanshi
方托馬,Fantômas
精靈之屋,The House of the Spirits
列女传,Biographies of Exemplary Women
論意志之束縛,On the Bondage of the Will
珍珠,The Pearl
常識,Common Sense
諾桑覺寺,Northanger Abbey
便·當,Ben-To
仰望半月的夜空,Hanbun no Tsuki ga Noboru Sora
瑪莉亞的凝望,Maria-sama ga Miteru
緋彈的亞莉亞,Aria the Scarlet Ammo
迷茫管家與膽怯的我,Mayo Chiki!
尼古拉斯·尼克贝,Nicholas Nickleby
山海经,Shan Hai Jing
論自由意志,De libero arbitrio diatribe sive collatio
马耳他之鹰,The Maltese Falcon
大越史記全書,Đại Việt sử ký toàn thư
小人物日記,The Diary of a Nobody
影响人类历史进程的100名人排行榜,The 100
灿烂千阳,A Thousand Splendid Suns
瑪麗·包萍,Mary Poppins
瓦尔登湖,Walden
白牙,White Teeth
麥可･雪恩伯格,Reification
物理学,Physics
金驴记,The Golden Ass
復仇者 (小說),Nemesis
弗兰德公路,Q1216532
奉命謀殺,Ordeal by Innocence
性．別惑亂：女性主義與身分顛覆,Gender Trouble
模擬刺客（小說）,Without Fail
總要找到你,The Body
The Outsiders,The Outsiders
大海 (小說),The Sea
倫敦工人和倫敦貧民,London Labour and the London Poor
大疫年日记,A Journal of the Plague Year
天譴者的女王,The Queen of the Damned
昨日的世界,The World of Yesterday
切韻,Qieyun
撲克名詞解釋,glossary of poker terms
联邦党人文集,Federalist Papers
奥勃洛莫夫,Oblomov
撒克遜英雄傳,Ivanhoe
純真年代 (小說),The Age of Innocence
肯普法,Kämpfer
尼各马可伦理学,Nicomachean Ethics
第二基地,Second Foundation
聖殿風雲,The Pillars of the Earth
艾德溫·德魯德之謎,The Mystery of Edwin Drood
如何馴服你的龍,How to Train Your Dragon
鴿子 (小說),The Pigeon
恐怖谷,The Valley of Fear
Encarta,Encarta
鋼穴,The Caves of Steel
直搗蜂窩的女孩,The Girl Who Kicked the Hornets' Nest
IS〈Infinite Stratos〉,IS (Infinite Stratos)
人類理解論,An Essay Concerning Human Understanding
萝球社！,Ro-Kyu-Bu!
電波女&青春男,Denpa Onna to Seishun Otoko
词与物,The Order of Things
童軍警探,Scouting for Boys
叮噹小恐龍,Tōi Umi kara Kita Coo
天体运行论,De revolutionibus orbium coelestium
潮骚,The Sound of Waves
论经济科学的性质和意义,An Essay on the Nature and Significance of Economic Science
唐太宗李卫公问对,Questions and Replies between Tang Taizong and Li Weigong
我憂鬱妓女的回憶,Memories of My Melancholy Whores
悲剧的诞生,The Birth of Tragedy
项狄传,"The Life and Opinions of Tristram Shandy, Gentleman"
论产生和毁灭,On Generation and Corruption
一个中国人在中国的遭遇,Tribulations of a Chinaman in China
无机化学命名法,IUPAC nomenclature of inorganic chemistry
鞑靼百科辞典,Tatar Encyclopaedia
DOG DAYS,Dog Days
盲眼钟表匠,The Blind Watchmaker
威弗莱,Waverley
人口論,An Essay on the Principle of Population
人类的群星闪耀时,Decisive Moments in History
燃燒的地圖,The Ruined Map
荒凉山庄,Bleak House
天使的孩子,Angela's Ashes
悬诗,Mu'allaqat
故事 (電影),The Hotel New Hampshire
真假情報,The Tailor of Panama
鹿鼎记,The Deer and the Cauldron
屍鬼,Shiki
猶太古史,Antiquities of the Jews
約翰遜傳,The Life of Samuel Johnson
金火山,The Golden Volcano
亨利六世（中）,"Henry VI, Part 2"
危險關係,Les Liaisons dangereuses
互助论：进化的一种因素,Mutual Aid: A Factor of Evolution
麥當勞化,McDonaldization
旅行者,The Traveler
OpenCritic,OpenCritic
中原音韵,Zhongyuan Yinyun
瞧！这个人,Ecce Homo
同名小說,Dear John
黑色大理花 (小說),The Black Dahlia
史蒂芬·金的故事販賣機,Skeleton Crew
解冻,The Thaw
红色英勇勋章,The Red Badge of Courage
快餐帝國,Fast Food Nation
地球上最伟大的表演：进化的证据,The Greatest Show on Earth: The Evidence for Evolution
風沙星辰,"Wind, Sand and Stars"
神的食物,The Food of the Gods and How It Came to Earth
御定佩文韻府,Peiwen Yunfu
Liff的意義,The Meaning of Liff
实践理性批判,Critique of Practical Reason
穆斯林聖訓實錄,Sahih Muslim
黑孩子,Black Boy
少爺,Botchan
世界一初戀,Sekai-ichi Hatsukoi
六韬,Six Secret Teachings
史特朗经文汇编,Strong's Concordance
蜜蜂的寓言,The Fable of the Bees
竊賊日記,The Thief's Journal
宣傳模式,Propaganda model
牛津高阶英语词典,Oxford Advanced Learner's Dictionary
雪,Snow
葉屋,House of Leaves
大地 (小说),The Good Earth
環形世界,Ringworld
我的狐仙女友,Kanokon
無政府、國家與烏托邦,"Anarchy, State, and Utopia"
罪惡王冠,Guilty Crown
RD 潛腦調查室,Real Drive
彼得原理,Peter Principle
達秘譯本,Darby Bible
深淵居民,The People of the Abyss
北回歸線 (小說),Tropic of Cancer
康熙字典,Kangxi Dictionary
伊斯頓的聖經詞典,Easton's Bible Dictionary
染血之室,The Bloody Chamber
藍海策略,Blue Ocean Strategy
基督教的本質,The Essence of Christianity
墓園裡的男孩,The Graveyard Book
機械複製時代的藝術作品,The Work of Art in the Age of Mechanical Reproduction
辽史,History of Liao
5月35日,"The 35th of May, or Conrad's Ride to the South Seas"
哈德良回憶錄,Memoirs of Hadrian
对现实的社会建构,The Social Construction of Reality
帝国主义是资本主义的最高阶段,"Imperialism, the Highest Stage of Capitalism"
拉瑪迷境,The Garden of Rama
歷史研究,A Study of History
迷宮中的將軍,The General in His Labyrinth
阿富汗人 (小說),The Afghan
高尔夫一代,Generation Golf
Amazon SimpleDB,Amazon SimpleDB
文學少女,Book Girl
仕女圖 (小說),The Portrait of a Lady
黑神駒,Black Beauty
阿格尼斯·格雷,Agnes Grey
新亞特蘭提斯,New Atlantis
歷史學家 (小說),The Historian
四签名,The Sign of the Four
奇諾之旅,Kino's Journey
平壤水族館,The Aquariums of Pyongyang
致命病種,The Andromeda
轉機,Changing Planes
V.,V.
寂寞之井,The Well of Loneliness
吸血鬼黎斯特,The Vampire Lestat
国际非专利药品名称,International nonproprietary name
七兄弟,Seven Brothers
漢娜的遺言,Thirteen Reasons Why
天龙八部_(小说),Demi-Gods and Semi-Devils
魔界轉生,Makai Tenshō
活屍末日,The Strain
律法之書,The Book of the Law
下妻物語,Kamikaze Girls
人月神话,The Mythical Man-Month
伊本·馬哲聖訓集,Sunan ibn Majah
神鬼疑雲,The Bourne Supremacy
維基百科的革命:一群無名小卒創造了世界上最大的百科全書,The Wikipedia Revolution
反俄狄浦斯,Anti-Oedipus
日内瓦圣经,Geneva Bible
廷續彩虹的光環,"Love, Rosie"
尚书,Book of Documents
Vril Society陰謀論,Vril
最後的摩根戰士,The Last of the Mohicans
工具論,Organon
小魔女DoReMi,Ojamajo Doremi
無頭騎士異聞錄 DuRaRaRa!!,Durarara!!
直指心體要節,Jikji
算术研究,Disquisitiones Arithmeticae
空之境界,Kara no Kyōkai
金剛經,Diamond Sutra
奔馬,Runaway Horses
惡童日記,Q1171287
死亡回忆,Life After Life
梅塘夜譚,Les Soirées de Médan
金赛报告,Kinsey Reports
坏女孩的恶作剧,The Bad Girl
太阳照常升起,The Sun Also Rises
如果高校棒球女子經理讀了彼得·杜拉克,Moshidora
建築四書,I quattro libri dell'architettura
山椒魚戰爭,War with the Newts
日落之後,Just After Sunset
死亡之犬,The Hound of Death
荒野生存,Into the Wild
人体的构造,De humani corporis fabrica
O的故事,Story of O
枯枝败叶,Leaf Storm
學校的階梯,Gakkō no Kaidan
會飲篇,Symposium
東醫寶鑑,Dongui Bogam
機巧少女不會受傷,Unbreakable Machine Doll
波西傑克森—神火之賊,The Lightning Thief
變態王子與不笑貓,"The ""Hentai"" Prince and the Stony Cat."
霍乱时期的爱情,Love in the Time of Cholera
鳥類飛行手稿,Codex on the Flight of Birds
魔彈之王與戰姬,Madan no Ō to Vanadis
LOVELESS,Loveless
基督信仰小问答,Luther's Small Catechism
国家与革命,The State and Revolution
新時間簡史,A Briefer History of Time
猛鷹突擊兵團,The Eagle Has Landed
神鵰俠侶,The Return of the Condor Heroes
笑傲江湖,"The Smiling, Proud Wanderer"
Momo,Momo
威克菲德的牧師,The Vicar of Wakefield
地球任務 (小說),Mission Earth
我弥留之际,As I Lay Dying
看不见的人,Invisible Man
查理大帝传,Vita Karoli Magni
克利福特园,Hortus Cliffortianus
塞拉菲尼寫本,Codex Seraphinianus
建築十書,De architectura
未來學大會 (小說),The Futurological Congress
看不见的城市,Invisible Cities
罗马十二帝王传,The Twelve Caesars
美国法典,United States Code
蒙古源流,Erdeniin Tobchi
设计模式：可复用面向对象软件的基础,Design Patterns
士兵的报酬,Soldiers' Pay
廷臣論,The Book of the Courtier
蘇西的世界,The Lovely Bones
環遊世界八十天,Around the World in Eighty Days
消失的地平线,Lost Horizon
魔法師 (小說),The Magus
少女西麗亞,Q1288321
紅花俠,The Scarlet Pimpernel
論法的精神,The Spirit of the Laws
凯尔特人之梦,The Dream of the Celt
機械啟示錄,Robopocalypse
蘇菲亞的選擇 (小說),Sophie's Choice
隱形人,The Invisible Man
測天圖,Uranometria
未來都市NO.6,No. 6
世紀的哭泣 (著作),And the Band Played On
屍體會說話,Postmortem
日安憂鬱,Bonjour tristesse
給下一輪太平盛世的備忘錄,Six Memos for the Next Millennium
十牛圖,Ten Bulls
孟子,Mencius
家庭、私有制和国家的起源,"The Origin of the Family, Private Property and the State"
没有个性的人,The Man Without Qualities
亨利六世（下）,"Henry VI, Part 3"
卷錄,Pinakes
史邁利的人馬,Smiley's People
德里納河上的橋,The Bridge on the Drina
计算机程序的构造和解释,Structure and Interpretation of Computer Programs
大魔法師,Jonathan Strange & Mr Norrell
冷血悍將 (小說),Without Remorse
心塵往事,The Cider House Rules
梅森和迪克逊,Mason & Dixon
